nasabah_id,nama_lengkap,nik,no_hp,email,tanggal_lahir,jenis_kelamin,segmen_nasabah,cabang_id,tanggal_buka_rekening,status_aktif,pekerjaan,penghasilan_bulanan
NSB0007754,Nanda Panjaitan,1008010203081820,085740268053,nanda.panjaitan_7754@email.com,2008-03-02,Perempuan,Retail,CAB0030,2011-07-05,Aktif,Ibu Rumah Tangga,7500000
NSB0007755,Rina Handoko,2306051812826830,085345312866,rina.handoko_7755@email.com,1982-12-18,Perempuan,SME,CAB0034,2024-06-23,Aktif,TNI/Polri,50000000
NSB0007756,Gita Nugroho,1315021012694086,087784865127,gita.nugroho_7756@email.com,1969-12-10,Laki-laki,SME,CAB0058,2023-08-13,Aktif,Pensiunan,100000000
NSB0007757,Tari Manurung,0609021706080772,085259435145,tari.manurung_7757@email.com,2008-06-17,Perempuan,Retail,CAB0048,2021-01-14,Aktif,PNS,50000000
NSB0007758,Erna Suryadi,1314081006841141,085236986090,erna.suryadi_7758@email.com,1984-06-10,Perempuan,Corporate,CAB0034,2019-07-14,Aktif,Karyawan Swasta,30000000
NSB0007759,Andi Kurniawan,2912081706739503,085319441953,andi.kurniawan_7759@email.com,1973-06-17,Laki-laki,Retail,CAB0053,2018-09-09,Aktif,Karyawan Swasta,75000000
NSB0007760,Fajar Santoso,1611050506111758,081298152192,fajar.santoso_7760@email.com,2011-06-05,Perempuan,SME,CAB0028,2024-04-28,Aktif,TNI/Polri,7500000
NSB0007761,Citra Kurniawan,0209081608968881,085274153408,citra.kurniawan_7761@email.com,1996-08-16,Laki-laki,Retail,CAB0004,2019-05-09,Aktif,PNS,75000000
NSB0007762,Tri Purnama,2513010105675990,085750335695,tri.purnama_7762@email.com,1967-05-01,Laki-laki,SME,CAB0028,2010-10-04,Aktif,PNS,100000000
NSB0007763,Kartika Santoso,1409070202602784,087723678339,kartika.santoso_7763@email.com,1960-02-02,Laki-laki,Priority,CAB0018,2021-11-22,Aktif,Wiraswasta,5000000
NSB0007764,Surya Saputra,2108012510917723,081270809146,surya.saputra_7764@email.com,1991-10-25,Laki-laki,Retail,CAB0038,2020-08-09,Aktif,Nelayan,7500000
NSB0007765,Hendra Sari,1404010812759834,087718067644,hendra.sari_7765@email.com,1975-12-08,Laki-laki,Retail,CAB0065,2023-04-18,Aktif,PNS,5000000
NSB0007766,Rina Rahayu,2206061910919274,082217842091,rina.rahayu_7766@email.com,1991-10-19,Laki-laki,Private Banking,CAB0062,2022-05-04,Aktif,Karyawan Swasta,15000000
NSB0007767,Indra Hutabarat,3414052109606892,081262355728,indra.hutabarat_7767@email.com,1960-09-21,Perempuan,Priority,CAB0017,2024-10-16,Tidak Aktif,Profesional,10000000
NSB0007768,Kartika Nugroho,2206012002002785,082270659179,kartika.nugroho_7768@email.com,2000-02-20,Laki-laki,Priority,CAB0027,2018-05-09,Aktif,TNI/Polri,50000000
NSB0007769,Pandu Susanto,3305051012651528,085814201870,pandu.susanto_7769@email.com,1965-12-10,Perempuan,Retail,CAB0030,2014-09-29,Aktif,Mahasiswa,75000000
NSB0007770,Rina Saputra,1311042702050133,087845590678,rina.saputra_7770@email.com,2005-02-27,Perempuan,Private Banking,CAB0010,2018-07-28,Aktif,Pensiunan,30000000
NSB0007771,Dewi Setiawan,3212010205792609,087743499490,dewi.setiawan_7771@email.com,1979-05-02,Laki-laki,SME,CAB0047,2021-03-14,Aktif,Nelayan,100000000
NSB0007772,Kurnia Hartono,2802070501011313,085768781295,kurnia.hartono_7772@email.com,2001-01-05,Perempuan,SME,CAB0001,2016-07-24,Aktif,PNS,10000000
NSB0007773,Pandu Saputra,0413032110973123,081220332730,pandu.saputra_7773@email.com,1997-10-21,Perempuan,SME,CAB0057,2012-07-27,Aktif,PNS,5000000
NSB0007774,Dewi Manurung,3411020911752557,081329345616,dewi.manurung_7774@email.com,1975-11-09,Laki-laki,SME,CAB0063,2013-08-11,Aktif,Ibu Rumah Tangga,7500000
NSB0007775,Umar Handoko,0603040310909314,081243995478,umar.handoko_7775@email.com,1990-10-03,Laki-laki,SME,CAB0030,2019-12-03,Aktif,Wiraswasta,7500000
NSB0007776,Hendra Suryadi,2602070803857798,081366308979,hendra.suryadi_7776@email.com,1985-03-08,Laki-laki,SME,CAB0029,2023-09-24,Aktif,Mahasiswa,100000000
NSB0007777,Bayu Gunawan,2602032403972704,085281660261,bayu.gunawan_7777@email.com,1997-03-24,Perempuan,Priority,CAB0018,2018-12-05,Aktif,Karyawan Swasta,7500000
NSB0007778,Zahra Nasution,1008023105141305,085391455832,zahra.nasution_7778@email.com,2014-05-31,Perempuan,Priority,CAB0061,2019-12-05,Tidak Aktif,PNS,5000000
NSB0007779,Yanti Hidayat,1311091604786509,087899163052,yanti.hidayat_7779@email.com,1978-04-16,Laki-laki,SME,CAB0027,2020-07-10,Aktif,TNI/Polri,5000000
NSB0007780,Fitri Aritonang,2407022801784961,085772436414,fitri.aritonang_7780@email.com,1978-01-28,Perempuan,SME,CAB0031,2020-11-19,Aktif,Petani,5000000
NSB0007781,Indra Sirait,3105041808884261,087856854727,indra.sirait_7781@email.com,1988-08-18,Laki-laki,Private Banking,CAB0052,2018-09-22,Aktif,PNS,20000000
NSB0007782,Fajar Wijaya,1309062604671830,082141706983,fajar.wijaya_7782@email.com,1967-04-26,Perempuan,Retail,CAB0011,2017-07-06,Aktif,Pensiunan,20000000
NSB0007783,Erna Suryadi,0904072309704483,085782530571,erna.suryadi_7783@email.com,1970-09-23,Laki-laki,Retail,CAB0018,2014-02-02,Aktif,Pensiunan,5000000
NSB0007784,Wahyu Pratama,0214020306985923,081271867694,wahyu.pratama_7784@email.com,1998-06-03,Laki-laki,SME,CAB0031,2015-11-04,Aktif,TNI/Polri,20000000
NSB0007785,Fitri Susanto,1109040503860315,087830088899,fitri.susanto_7785@email.com,1986-03-05,Laki-laki,Corporate,CAB0066,2013-02-24,Aktif,PNS,10000000
NSB0007786,Hadi Sari,1803042011700533,085889998143,hadi.sari_7786@email.com,1970-11-20,Laki-laki,SME,CAB0044,2017-10-12,Tidak Aktif,Pensiunan,100000000
NSB0007787,Putri Tampubolon,0411061705968030,081252020304,putri.tampubolon_7787@email.com,1996-05-17,Perempuan,Priority,CAB0034,2016-06-24,Aktif,Karyawan Swasta,30000000
NSB0007788,Dewi Suryadi,2201021306016217,082147324852,dewi.suryadi_7788@email.com,2001-06-13,Perempuan,Priority,CAB0030,2019-03-01,Aktif,Profesional,7500000
NSB0007789,Putri Tampubolon,1212031208865872,081212581850,putri.tampubolon_7789@email.com,1986-08-12,Laki-laki,Corporate,CAB0002,2024-09-21,Aktif,Mahasiswa,10000000
NSB0007790,Wawan Hartono,3002080410968334,085363342251,wawan.hartono_7790@email.com,1996-10-04,Laki-laki,Priority,CAB0023,2024-08-18,Aktif,Mahasiswa,50000000
NSB0007791,Budi Hartono,0706032012026491,085327136987,budi.hartono_7791@email.com,2002-12-20,Laki-laki,Retail,CAB0023,2019-05-15,Aktif,Pensiunan,10000000
NSB0007792,Eko Siregar,3304081109147723,082138702832,eko.siregar_7792@email.com,2014-09-11,Laki-laki,Retail,CAB0023,2010-12-08,Aktif,Ibu Rumah Tangga,7500000
NSB0007793,Kurnia Siregar,1114081102945207,082178706910,kurnia.siregar_7793@email.com,1994-02-11,Perempuan,SME,CAB0055,2015-04-21,Tidak Aktif,Mahasiswa,7500000
NSB0007794,Lestari Nugroho,0612011302922387,087810260707,lestari.nugroho_7794@email.com,1992-02-13,Perempuan,Corporate,CAB0011,2024-06-15,Aktif,Wiraswasta,15000000
NSB0007795,Desi Rahayu,1008040408812059,085226276972,desi.rahayu_7795@email.com,1981-08-04,Laki-laki,Private Banking,CAB0037,2018-04-26,Aktif,Mahasiswa,3000000
NSB0007796,Utami Lubis,3312032109733769,081344914914,utami.lubis_7796@email.com,1973-09-21,Perempuan,Private Banking,CAB0015,2010-07-09,Aktif,Petani,20000000
NSB0007797,Agus Wijaya,2408020310946511,085782517705,agus.wijaya_7797@email.com,1994-10-03,Laki-laki,Retail,CAB0026,2015-05-10,Tidak Aktif,Nelayan,10000000
NSB0007798,Putri Gunawan,1214031908690796,085298900729,putri.gunawan_7798@email.com,1969-08-19,Laki-laki,Corporate,CAB0010,2018-01-05,Tidak Aktif,Petani,100000000
NSB0007799,Irwan Susanto,2201092408026025,085389762957,irwan.susanto_7799@email.com,2002-08-24,Perempuan,Corporate,CAB0033,2010-06-07,Aktif,Nelayan,75000000
NSB0007800,Tari Rahayu,1811032506729668,085219141751,tari.rahayu_7800@email.com,1972-06-25,Laki-laki,SME,CAB0037,2020-09-28,Aktif,Pensiunan,10000000
NSB0007801,Indra Susanto,3003031308913275,082169639339,indra.susanto_7801@email.com,1991-08-13,Perempuan,SME,CAB0067,2016-06-11,Aktif,Pensiunan,20000000
NSB0007802,Wawan Kusuma,0311080702759505,082252516076,wawan.kusuma_7802@email.com,1975-02-07,Perempuan,Retail,CAB0056,2023-01-19,Aktif,Karyawan Swasta,5000000
NSB0007803,Joko Tampubolon,3306052110606306,087790720294,joko.tampubolon_7803@email.com,1960-10-21,Perempuan,Retail,CAB0001,2022-10-31,Aktif,Karyawan Swasta,30000000
NSB0007804,Putri Lubis,1811020106662979,087761778953,putri.lubis_7804@email.com,1966-06-01,Perempuan,Retail,CAB0021,2022-12-10,Aktif,TNI/Polri,30000000
NSB0007805,Citra Putra,0608051302791463,087879646634,citra.putra_7805@email.com,1979-02-13,Laki-laki,SME,CAB0015,2021-01-19,Aktif,Petani,75000000
NSB0007806,Indra Sirait,2312052207674139,085314601315,indra.sirait_7806@email.com,1967-07-22,Laki-laki,Retail,CAB0031,2018-11-15,Aktif,TNI/Polri,5000000
NSB0007807,Tari Kusuma,2910060610637146,081350882216,tari.kusuma_7807@email.com,1963-10-06,Perempuan,SME,CAB0062,2020-01-08,Aktif,Karyawan Swasta,15000000
NSB0007808,Putri Purnama,0103032910981281,082285518003,putri.purnama_7808@email.com,1998-10-29,Perempuan,Retail,CAB0029,2017-09-26,Aktif,Wiraswasta,3000000
NSB0007809,Fitri Suryadi,3113032510011176,085760258823,fitri.suryadi_7809@email.com,2001-10-25,Perempuan,Corporate,CAB0006,2024-10-25,Aktif,Mahasiswa,20000000
NSB0007810,Wawan Rahayu,0211091302106710,085879499352,wawan.rahayu_7810@email.com,2010-02-13,Perempuan,SME,CAB0046,2016-12-15,Aktif,TNI/Polri,75000000
NSB0007811,Nanda Wibowo,2608020303649961,082165103769,nanda.wibowo_7811@email.com,1964-03-03,Perempuan,Priority,CAB0022,2022-02-09,Tidak Aktif,Wiraswasta,10000000
NSB0007812,Lestari Setiawan,0514072806103508,081293369429,lestari.setiawan_7812@email.com,2010-06-28,Perempuan,Retail,CAB0048,2017-05-17,Aktif,TNI/Polri,50000000
NSB0007813,Nuri Sinaga,0207022903137305,085837486863,nuri.sinaga_7813@email.com,2013-03-29,Laki-laki,Retail,CAB0017,2019-01-11,Tidak Aktif,Nelayan,10000000
NSB0007814,Bayu Siagian,1205070703809056,085237706294,bayu.siagian_7814@email.com,1980-03-07,Laki-laki,Retail,CAB0021,2014-12-30,Aktif,Nelayan,7500000
NSB0007815,Wawan Handoko,3404051405120526,085237680517,wawan.handoko_7815@email.com,2012-05-14,Perempuan,Retail,CAB0042,2016-01-12,Aktif,Ibu Rumah Tangga,15000000
NSB0007816,Rina Panjaitan,2809031009079389,085762337712,rina.panjaitan_7816@email.com,2007-09-10,Perempuan,Corporate,CAB0018,2015-01-21,Aktif,Ibu Rumah Tangga,75000000
NSB0007817,Bayu Permana,0713052509092868,085845421318,bayu.permana_7817@email.com,2009-09-25,Laki-laki,Corporate,CAB0021,2016-08-23,Aktif,Nelayan,100000000
NSB0007818,Hendra Hidayat,2714071102789354,081243867459,hendra.hidayat_7818@email.com,1978-02-11,Laki-laki,Retail,CAB0051,2014-05-19,Aktif,Pensiunan,3000000
NSB0007819,Wahyu Santoso,3103050312924231,082298304498,wahyu.santoso_7819@email.com,1992-12-03,Laki-laki,SME,CAB0011,2021-04-01,Aktif,Mahasiswa,75000000
NSB0007820,Erna Hidayat,2308072812743990,085714171071,erna.hidayat_7820@email.com,1974-12-28,Laki-laki,SME,CAB0030,2017-03-14,Aktif,Ibu Rumah Tangga,20000000
NSB0007821,Rina Rahayu,0411011311729102,081356369615,rina.rahayu_7821@email.com,1972-11-13,Laki-laki,Priority,CAB0020,2021-01-11,Aktif,TNI/Polri,7500000
NSB0007822,Fitri Setiawan,3002030608742222,085827230096,fitri.setiawan_7822@email.com,1974-08-06,Laki-laki,Priority,CAB0050,2015-09-22,Tidak Aktif,Wiraswasta,50000000
NSB0007823,Andi Sari,0515042305113124,081212361888,andi.sari_7823@email.com,2011-05-23,Perempuan,Retail,CAB0046,2017-09-29,Aktif,Profesional,3000000
NSB0007824,Erna Susanto,1309032403769470,081219535149,erna.susanto_7824@email.com,1976-03-24,Laki-laki,Retail,CAB0045,2023-03-01,Tidak Aktif,Mahasiswa,50000000
NSB0007825,Joko Susanto,0407021201088313,082269046370,joko.susanto_7825@email.com,2008-01-12,Laki-laki,Retail,CAB0036,2022-10-05,Aktif,Wiraswasta,3000000
NSB0007826,Erna Sari,3108060106791455,082211417722,erna.sari_7826@email.com,1979-06-01,Perempuan,Retail,CAB0055,2013-04-15,Aktif,Petani,20000000
NSB0007827,Galih Pratama,2408040406112768,081358788414,galih.pratama_7827@email.com,2011-06-04,Perempuan,Priority,CAB0027,2021-10-19,Aktif,Profesional,50000000
NSB0007828,Bayu Hutapea,0503070511819745,081274816930,bayu.hutapea_7828@email.com,1981-11-05,Laki-laki,SME,CAB0051,2013-05-09,Aktif,Karyawan Swasta,3000000
NSB0007829,Utami Susanto,3302051412974589,087899036430,utami.susanto_7829@email.com,1997-12-14,Perempuan,Priority,CAB0021,2015-08-14,Aktif,Petani,30000000
NSB0007830,Omar Rahayu,2609080906871942,085756896257,omar.rahayu_7830@email.com,1987-06-09,Laki-laki,Corporate,CAB0053,2023-04-04,Aktif,Mahasiswa,20000000
NSB0007831,Candra Kusuma,2013031407803411,081225747774,candra.kusuma_7831@email.com,1980-07-14,Laki-laki,Priority,CAB0024,2010-12-30,Aktif,PNS,75000000
NSB0007832,Bayu Sari,1401052801122431,087851066159,bayu.sari_7832@email.com,2012-01-28,Perempuan,SME,CAB0053,2011-10-24,Aktif,Petani,50000000
NSB0007833,Linda Sirait,1706031112614218,087861841012,linda.sirait_7833@email.com,1961-12-11,Laki-laki,Priority,CAB0021,2023-12-15,Aktif,PNS,100000000
NSB0007834,Kurnia Setiawan,0105040907784105,082210597740,kurnia.setiawan_7834@email.com,1978-07-09,Perempuan,Retail,CAB0064,2014-04-28,Aktif,Nelayan,10000000
NSB0007835,Mira Lubis,0809052503877601,087887282994,mira.lubis_7835@email.com,1987-03-25,Laki-laki,Priority,CAB0058,2020-01-25,Aktif,Karyawan Swasta,10000000
NSB0007836,Nanda Tampubolon,0409062901767813,081379016096,nanda.tampubolon_7836@email.com,1976-01-29,Laki-laki,Priority,CAB0042,2012-09-01,Aktif,Ibu Rumah Tangga,5000000
NSB0007837,Erna Harahap,0313090303668777,085778412514,erna.harahap_7837@email.com,1966-03-03,Perempuan,Corporate,CAB0021,2021-11-30,Aktif,Nelayan,3000000
NSB0007838,Bambang Sirait,2313091606964779,081286381992,bambang.sirait_7838@email.com,1996-06-16,Laki-laki,SME,CAB0002,2019-02-22,Aktif,Wiraswasta,30000000
NSB0007839,Hadi Sinaga,0112052706960970,085337050466,hadi.sinaga_7839@email.com,1996-06-27,Laki-laki,Retail,CAB0048,2015-11-18,Aktif,Ibu Rumah Tangga,20000000
NSB0007840,Pandu Wijaya,0901030608624156,085825223051,pandu.wijaya_7840@email.com,1962-08-06,Laki-laki,Priority,CAB0061,2016-04-29,Aktif,Karyawan Swasta,15000000
NSB0007841,Fitri Sinaga,0911080912692645,085223469448,fitri.sinaga_7841@email.com,1969-12-09,Laki-laki,Retail,CAB0008,2022-11-04,Aktif,Wiraswasta,3000000
NSB0007842,Nuri Hidayat,1108051403824530,085867225502,nuri.hidayat_7842@email.com,1982-03-14,Laki-laki,SME,CAB0007,2015-05-20,Aktif,TNI/Polri,15000000
NSB0007843,Utami Santoso,0802082307086917,087811019595,utami.santoso_7843@email.com,2008-07-23,Perempuan,Retail,CAB0019,2022-11-18,Aktif,Pensiunan,5000000
NSB0007844,Nuri Nugroho,2404022409899293,087848597654,nuri.nugroho_7844@email.com,1989-09-24,Perempuan,Priority,CAB0012,2016-06-07,Aktif,PNS,5000000
NSB0007845,Kurnia Utami,0314070310608872,085399649739,kurnia.utami_7845@email.com,1960-10-03,Laki-laki,Retail,CAB0033,2021-11-12,Aktif,Profesional,50000000
NSB0007846,Wawan Sirait,1413030107622321,085855382096,wawan.sirait_7846@email.com,1962-07-01,Laki-laki,Retail,CAB0058,2019-08-23,Aktif,Wiraswasta,100000000
NSB0007847,Ahmad Tampubolon,3205013107788331,087797524585,ahmad.tampubolon_7847@email.com,1978-07-31,Laki-laki,Retail,CAB0050,2012-11-21,Aktif,Pensiunan,30000000
NSB0007848,Pandu Simanjuntak,1908031205077605,085213596563,pandu.simanjuntak_7848@email.com,2007-05-12,Laki-laki,Retail,CAB0061,2020-10-19,Aktif,Ibu Rumah Tangga,5000000
NSB0007849,Yusuf Manurung,3414030204122504,087768520538,yusuf.manurung_7849@email.com,2012-04-02,Perempuan,Priority,CAB0034,2018-06-22,Aktif,Wiraswasta,5000000
NSB0007850,Andi Lubis,1014092904847186,081319805991,andi.lubis_7850@email.com,1984-04-29,Laki-laki,SME,CAB0043,2016-05-20,Aktif,Petani,10000000
NSB0007851,Zahra Aritonang,3311041509610746,087759221069,zahra.aritonang_7851@email.com,1961-09-15,Laki-laki,Retail,CAB0053,2016-01-06,Aktif,Nelayan,7500000
NSB0007852,Bambang Siregar,1904061007931833,081274045598,bambang.siregar_7852@email.com,1993-07-10,Perempuan,Private Banking,CAB0052,2020-10-08,Aktif,Mahasiswa,100000000
NSB0007853,Mira Permana,0907031403752888,081340708893,mira.permana_7853@email.com,1975-03-14,Perempuan,Retail,CAB0009,2010-08-03,Aktif,Petani,100000000
NSB0007854,Dewi Wibowo,1108030410005364,085845174886,dewi.wibowo_7854@email.com,2000-10-04,Laki-laki,Retail,CAB0023,2021-02-09,Aktif,PNS,15000000
NSB0007855,Rina Hartono,2704081312012446,085231249162,rina.hartono_7855@email.com,2001-12-13,Perempuan,Priority,CAB0017,2018-05-12,Aktif,Mahasiswa,50000000
NSB0007856,Rina Setiawan,2608062006129330,085378103048,rina.setiawan_7856@email.com,2012-06-20,Perempuan,SME,CAB0051,2012-11-24,Aktif,Karyawan Swasta,50000000
NSB0007857,Desi Harahap,2311032907022031,082219497216,desi.harahap_7857@email.com,2002-07-29,Perempuan,SME,CAB0057,2013-05-16,Aktif,Ibu Rumah Tangga,5000000
NSB0007858,Budi Gunawan,0206091206089852,081347060517,budi.gunawan_7858@email.com,2008-06-12,Perempuan,Corporate,CAB0023,2014-06-14,Aktif,Nelayan,100000000
NSB0007859,Nanda Siregar,0708091210851457,081383839606,nanda.siregar_7859@email.com,1985-10-12,Perempuan,SME,CAB0031,2018-04-27,Aktif,TNI/Polri,3000000
NSB0007860,Tri Pasaribu,2607072702011811,082236987466,tri.pasaribu_7860@email.com,2001-02-27,Laki-laki,Private Banking,CAB0063,2014-06-13,Aktif,Ibu Rumah Tangga,20000000
NSB0007861,Fajar Tampubolon,1410031607085320,081346139116,fajar.tampubolon_7861@email.com,2008-07-16,Perempuan,SME,CAB0039,2015-03-18,Aktif,PNS,30000000
NSB0007862,Dian Kusuma,3013042003647744,085319623404,dian.kusuma_7862@email.com,1964-03-20,Perempuan,Private Banking,CAB0041,2010-07-23,Tidak Aktif,TNI/Polri,50000000
NSB0007863,Umar Gunawan,3001030305632009,085853784422,umar.gunawan_7863@email.com,1963-05-03,Perempuan,Priority,CAB0063,2022-07-13,Aktif,TNI/Polri,100000000
NSB0007864,Joni Permana,2404022102772854,087754000575,joni.permana_7864@email.com,1977-02-21,Perempuan,Private Banking,CAB0025,2019-06-02,Aktif,Karyawan Swasta,15000000
NSB0007865,Desi Wibowo,1311091010952021,081366819240,desi.wibowo_7865@email.com,1995-10-10,Laki-laki,Corporate,CAB0044,2020-07-13,Tidak Aktif,Nelayan,10000000
NSB0007866,Yanti Hidayat,0704031009113279,085740585750,yanti.hidayat_7866@email.com,2011-09-10,Perempuan,Corporate,CAB0012,2015-06-12,Aktif,Mahasiswa,5000000
NSB0007867,Tari Nasution,3015042811642275,081267354182,tari.nasution_7867@email.com,1964-11-28,Laki-laki,Priority,CAB0010,2015-08-31,Aktif,Ibu Rumah Tangga,75000000
NSB0007868,Linda Kurniawan,2108081905968706,082274336476,linda.kurniawan_7868@email.com,1996-05-19,Perempuan,Private Banking,CAB0044,2017-01-19,Aktif,Petani,5000000
NSB0007869,Ahmad Kurniawan,0511010503068885,087840545781,ahmad.kurniawan_7869@email.com,2006-03-05,Laki-laki,Priority,CAB0028,2017-08-30,Aktif,Ibu Rumah Tangga,100000000
NSB0007870,Yanti Harahap,1108082909011008,082218260245,yanti.harahap_7870@email.com,2001-09-29,Laki-laki,Priority,CAB0056,2019-08-22,Aktif,Petani,3000000
NSB0007871,Dian Wijaya,1814062710076480,082258964570,dian.wijaya_7871@email.com,2007-10-27,Laki-laki,Private Banking,CAB0042,2016-08-24,Aktif,Profesional,3000000
NSB0007872,Pandu Gunawan,1304080812655513,087821516429,pandu.gunawan_7872@email.com,1965-12-08,Laki-laki,Private Banking,CAB0027,2010-12-03,Aktif,Ibu Rumah Tangga,5000000
NSB0007873,Siti Panjaitan,0913072310613674,087892250264,siti.panjaitan_7873@email.com,1961-10-23,Laki-laki,Priority,CAB0035,2010-03-25,Aktif,TNI/Polri,3000000
NSB0007874,Gita Pasaribu,2402050108724563,081335353607,gita.pasaribu_7874@email.com,1972-08-01,Perempuan,Retail,CAB0012,2013-02-27,Aktif,Petani,7500000
NSB0007875,Hendra Lubis,3411081809989186,085894825662,hendra.lubis_7875@email.com,1998-09-18,Laki-laki,Retail,CAB0040,2010-01-03,Aktif,Profesional,20000000
NSB0007876,Andi Putra,0802040109968403,082222144088,andi.putra_7876@email.com,1996-09-01,Laki-laki,SME,CAB0033,2014-12-22,Aktif,Petani,75000000
NSB0007877,Dian Sinaga,1303042509817378,082242168776,dian.sinaga_7877@email.com,1981-09-25,Laki-laki,SME,CAB0053,2019-03-08,Aktif,Profesional,30000000
NSB0007878,Nanda Wibowo,3115012708705055,082272608770,nanda.wibowo_7878@email.com,1970-08-27,Laki-laki,Corporate,CAB0019,2019-06-17,Aktif,Pensiunan,7500000
NSB0007879,Erna Pratama,3403011501077629,087889571567,erna.pratama_7879@email.com,2007-01-15,Laki-laki,Private Banking,CAB0045,2017-10-01,Aktif,PNS,100000000
NSB0007880,Surya Manurung,3101021801105853,085284319972,surya.manurung_7880@email.com,2010-01-18,Laki-laki,Private Banking,CAB0035,2011-07-20,Aktif,Wiraswasta,15000000
NSB0007881,Galih Simbolon,1807022701880246,085234363830,galih.simbolon_7881@email.com,1988-01-27,Laki-laki,Priority,CAB0016,2013-05-12,Aktif,Profesional,75000000
NSB0007882,Linda Hutabarat,1201020110611576,085324237732,linda.hutabarat_7882@email.com,1961-10-01,Perempuan,SME,CAB0008,2020-10-24,Tidak Aktif,Karyawan Swasta,7500000
NSB0007883,Wahyu Purnama,2913042110942156,085774889139,wahyu.purnama_7883@email.com,1994-10-21,Laki-laki,Private Banking,CAB0058,2017-04-10,Aktif,Nelayan,7500000
NSB0007884,Nuri Purnama,0612071312019600,087726771453,nuri.purnama_7884@email.com,2001-12-13,Perempuan,SME,CAB0018,2020-10-19,Tidak Aktif,TNI/Polri,100000000
NSB0007885,Kurnia Putra,1911061109979876,082276824939,kurnia.putra_7885@email.com,1997-09-11,Laki-laki,Private Banking,CAB0035,2012-08-25,Aktif,Pensiunan,75000000
NSB0007886,Yanti Sari,1408010301017898,085233290778,yanti.sari_7886@email.com,2001-01-03,Laki-laki,SME,CAB0066,2010-06-10,Aktif,TNI/Polri,100000000
NSB0007887,Ahmad Kusuma,1312090509718276,082139192630,ahmad.kusuma_7887@email.com,1971-09-05,Laki-laki,SME,CAB0013,2017-09-16,Aktif,Ibu Rumah Tangga,75000000
NSB0007888,Rina Lubis,0212071001008612,085218429397,rina.lubis_7888@email.com,2000-01-10,Perempuan,Retail,CAB0062,2010-10-15,Tidak Aktif,Nelayan,15000000
NSB0007889,Lestari Hutapea,0711042412769121,082180249744,lestari.hutapea_7889@email.com,1976-12-24,Laki-laki,Priority,CAB0016,2020-10-15,Aktif,Mahasiswa,5000000
NSB0007890,Nanda Sari,0108080608064892,085256810070,nanda.sari_7890@email.com,2006-08-06,Laki-laki,Retail,CAB0006,2019-11-22,Aktif,Petani,20000000
NSB0007891,Galih Nasution,2814051608692112,082192622460,galih.nasution_7891@email.com,1969-08-16,Laki-laki,Corporate,CAB0034,2015-07-20,Aktif,TNI/Polri,5000000
NSB0007892,Siti Santoso,0402011710663703,085277670844,siti.santoso_7892@email.com,1966-10-17,Laki-laki,Priority,CAB0023,2013-10-19,Aktif,Pensiunan,50000000
NSB0007893,Joko Nugroho,2615050511704681,081248060818,joko.nugroho_7893@email.com,1970-11-05,Perempuan,Retail,CAB0040,2010-04-05,Aktif,TNI/Polri,30000000
NSB0007894,Vina Purba,0111030510683987,082265204579,vina.purba_7894@email.com,1968-10-05,Perempuan,Private Banking,CAB0063,2011-06-28,Aktif,Petani,3000000
NSB0007895,Kurnia Panjaitan,3013031803890072,087746169684,kurnia.panjaitan_7895@email.com,1989-03-18,Laki-laki,Priority,CAB0061,2017-09-01,Aktif,Mahasiswa,100000000
NSB0007896,Umar Simbolon,2813010512636111,085310123696,umar.simbolon_7896@email.com,1963-12-05,Perempuan,SME,CAB0036,2015-08-25,Aktif,Nelayan,10000000
NSB0007897,Joko Nugroho,2510072911760669,082150061361,joko.nugroho_7897@email.com,1976-11-29,Perempuan,Priority,CAB0015,2013-01-30,Aktif,Wiraswasta,7500000
NSB0007898,Andi Tampubolon,1305092512609693,087743784974,andi.tampubolon_7898@email.com,1960-12-25,Perempuan,Priority,CAB0060,2015-02-25,Aktif,Mahasiswa,3000000
NSB0007899,Zahra Manurung,3401092407838199,087845549672,zahra.manurung_7899@email.com,1983-07-24,Perempuan,Retail,CAB0036,2017-05-05,Aktif,Karyawan Swasta,7500000
NSB0007900,Utami Susanto,2602091312872156,082227680042,utami.susanto_7900@email.com,1987-12-13,Laki-laki,SME,CAB0024,2011-01-05,Tidak Aktif,PNS,10000000
NSB0007901,Zahra Harahap,0704022509700330,085886297800,zahra.harahap_7901@email.com,1970-09-25,Laki-laki,Corporate,CAB0001,2024-08-18,Aktif,Wiraswasta,20000000
NSB0007902,Dian Permana,1109050107867912,082198705862,dian.permana_7902@email.com,1986-07-01,Perempuan,Priority,CAB0013,2015-09-27,Aktif,Wiraswasta,20000000
NSB0007903,Rina Purnama,2208010508079444,082256918478,rina.purnama_7903@email.com,2007-08-05,Laki-laki,Priority,CAB0021,2020-04-24,Aktif,Karyawan Swasta,50000000
NSB0007904,Tari Gunawan,2003030106140763,085818230885,tari.gunawan_7904@email.com,2014-06-01,Laki-laki,Retail,CAB0047,2023-03-15,Aktif,Wiraswasta,75000000
NSB0007905,Yusuf Handoko,0112023008905946,085776450957,yusuf.handoko_7905@email.com,1990-08-30,Perempuan,Priority,CAB0034,2020-04-13,Aktif,Mahasiswa,75000000
NSB0007906,Mira Purba,0210062504030686,085236313084,mira.purba_7906@email.com,2003-04-25,Perempuan,Retail,CAB0063,2016-05-25,Aktif,PNS,50000000
